,Proximity_to_Beer,Covered,Customer_Rating,Price,Row,Section,Home_Away,Family_Bathrooms,Section/Row,Covered_Seating,Home or Away
582,8.0,1.0,2.0,100.5,5,327,1,2,"Section 327, Row 5",Covered,Home
583,8.0,1.0,1.0,51.5,50,327,1,2,"Section 327, Row 50",Covered,Home
584,8.0,1.0,1.0,82.25,51,327,1,2,"Section 327, Row 51",Covered,Home
585,8.0,1.0,1.0,65.33,52,327,1,2,"Section 327, Row 52",Covered,Home
587,8.0,1.0,1.0,80.67,54,327,1,2,"Section 327, Row 54",Covered,Home
588,8.0,1.0,1.0,81.5,55,327,1,2,"Section 327, Row 55",Covered,Home
589,8.0,1.0,1.0,93.5,56,327,1,2,"Section 327, Row 56",Covered,Home
590,8.0,1.0,1.0,86.0,57,327,1,2,"Section 327, Row 57",Covered,Home
594,7.0,1.0,2.0,138.0,11,328,1,3,"Section 328, Row 11",Covered,Home
595,7.0,1.0,2.0,116.0,12,328,1,3,"Section 328, Row 12",Covered,Home
596,7.0,1.0,2.0,134.0,13,328,1,3,"Section 328, Row 13",Covered,Home
599,7.0,1.0,2.0,119.5,16,328,1,3,"Section 328, Row 16",Covered,Home
600,7.0,1.0,2.0,144.67,17,328,1,3,"Section 328, Row 17",Covered,Home
601,7.0,1.0,2.0,117.0,18,328,1,3,"Section 328, Row 18",Covered,Home
602,7.0,1.0,3.0,73.0,27,328,1,3,"Section 328, Row 27",Covered,Home
603,7.0,1.0,2.0,122.5,28,328,1,3,"Section 328, Row 28",Covered,Home
604,7.0,1.0,2.0,104.25,42,328,1,3,"Section 328, Row 42",Covered,Home
605,7.0,1.0,3.0,98.0,46,328,1,3,"Section 328, Row 46",Covered,Home
606,7.0,1.0,2.0,129.0,7,328,1,3,"Section 328, Row 7",Covered,Home
607,7.0,1.0,2.0,134.0,8,328,1,3,"Section 328, Row 8",Covered,Home
608,7.0,1.0,2.0,158.5,9,328,1,3,"Section 328, Row 9",Covered,Home
609,6.0,1.0,2.0,114.33,43,329,1,4,"Section 329, Row 43",Covered,Home
610,6.0,1.0,2.0,117.33,44,329,1,4,"Section 329, Row 44",Covered,Home
611,6.0,1.0,1.0,97.0,46,329,1,4,"Section 329, Row 46",Covered,Home
612,6.0,1.0,1.0,90.0,47,329,1,4,"Section 329, Row 47",Covered,Home
613,6.0,1.0,2.0,103.25,48,329,1,4,"Section 329, Row 48",Covered,Home
614,6.0,1.0,1.0,94.0,49,329,1,4,"Section 329, Row 49",Covered,Home
619,6.0,1.0,2.0,104.5,52,329,1,4,"Section 329, Row 52",Covered,Home
621,5.0,1.0,2.0,164.0,10,330,1,5,"Section 330, Row 10",Covered,Home
625,5.0,1.0,2.0,197.0,15,330,1,5,"Section 330, Row 15",Covered,Home
630,5.0,1.0,3.0,68.0,25,330,1,5,"Section 330, Row 25",Covered,Home
631,5.0,1.0,3.0,80.5,36,330,1,5,"Section 330, Row 36",Covered,Home
634,5.0,1.0,2.0,103.0,43,330,1,5,"Section 330, Row 43",Covered,Home
636,5.0,1.0,2.0,127.0,46,330,1,5,"Section 330, Row 46",Covered,Home
637,5.0,1.0,2.0,124.0,47,330,1,5,"Section 330, Row 47",Covered,Home
638,5.0,1.0,2.0,136.0,7,330,1,5,"Section 330, Row 7",Covered,Home
640,5.0,1.0,2.0,192.0,9,330,1,5,"Section 330, Row 9",Covered,Home
641,4.0,1.0,3.0,83.0,2,331,1,5,"Section 331, Row 2",Covered,Home
642,4.0,1.0,3.0,74.0,24,331,1,5,"Section 331, Row 24",Covered,Home
643,4.0,1.0,3.0,73.0,29,331,1,5,"Section 331, Row 29",Covered,Home
645,4.0,1.0,2.0,120.0,33,331,1,5,"Section 331, Row 33",Covered,Home
646,4.0,1.0,3.0,77.0,34,331,1,5,"Section 331, Row 34",Covered,Home
647,4.0,1.0,3.0,97.0,35,331,1,5,"Section 331, Row 35",Covered,Home
648,4.0,1.0,3.0,76.0,36,331,1,5,"Section 331, Row 36",Covered,Home
649,4.0,1.0,1.0,65.0,37,331,1,5,"Section 331, Row 37",Covered,Home
650,4.0,1.0,3.0,84.5,38,331,1,5,"Section 331, Row 38",Covered,Home
651,4.0,1.0,1.0,65.0,39,331,1,5,"Section 331, Row 39",Covered,Home
653,4.0,1.0,1.0,79.0,45,331,1,5,"Section 331, Row 45",Covered,Home
659,4.0,1.0,1.0,89.43,49,331,1,5,"Section 331, Row 49",Covered,Home
661,4.0,1.0,1.0,67.67,50,331,1,5,"Section 331, Row 50",Covered,Home
667,4.0,1.0,1.0,105.0,61,331,1,5,"Section 331, Row 61",Covered,Home
668,4.0,1.0,1.0,98.0,62,331,1,5,"Section 331, Row 62",Covered,Home
669,4.0,1.0,1.0,88.0,63,331,1,5,"Section 331, Row 63",Covered,Home
670,4.0,1.0,1.0,82.0,64,331,1,5,"Section 331, Row 64",Covered,Home
671,4.0,1.0,1.0,78.0,65,331,1,5,"Section 331, Row 65",Covered,Home
672,4.0,1.0,1.0,104.0,66,331,1,5,"Section 331, Row 66",Covered,Home
673,4.0,1.0,1.0,103.0,67,331,1,5,"Section 331, Row 67",Covered,Home
675,3.0,1.0,3.0,77.0,11,332,1,4,"Section 332, Row 11",Covered,Home
676,3.0,1.0,3.0,85.5,12,332,1,4,"Section 332, Row 12",Covered,Home
677,3.0,1.0,3.0,87.33,13,332,1,4,"Section 332, Row 13",Covered,Home
678,3.0,1.0,3.0,77.0,14,332,1,4,"Section 332, Row 14",Covered,Home
679,3.0,1.0,3.0,76.0,15,332,1,4,"Section 332, Row 15",Covered,Home
680,3.0,1.0,3.0,74.0,16,332,1,4,"Section 332, Row 16",Covered,Home
681,3.0,1.0,3.0,70.0,17,332,1,4,"Section 332, Row 17",Covered,Home
682,3.0,1.0,3.0,89.5,18,332,1,4,"Section 332, Row 18",Covered,Home
683,3.0,1.0,3.0,88.5,19,332,1,4,"Section 332, Row 19",Covered,Home
684,3.0,1.0,3.0,87.0,20,332,1,4,"Section 332, Row 20",Covered,Home
685,3.0,1.0,3.0,60.0,22,332,1,4,"Section 332, Row 22",Covered,Home
686,3.0,1.0,3.0,62.0,23,332,1,4,"Section 332, Row 23",Covered,Home
687,3.0,1.0,3.0,60.5,24,332,1,4,"Section 332, Row 24",Covered,Home
688,3.0,1.0,3.0,81.5,25,332,1,4,"Section 332, Row 25",Covered,Home
689,3.0,1.0,3.0,54.0,27,332,1,4,"Section 332, Row 27",Covered,Home
690,3.0,1.0,3.0,48.0,28,332,1,4,"Section 332, Row 28",Covered,Home
694,3.0,1.0,3.0,58.33,31,332,1,4,"Section 332, Row 31",Covered,Home
695,3.0,1.0,1.0,48.0,32,332,1,4,"Section 332, Row 32",Covered,Home
697,3.0,1.0,1.0,67.5,37,332,1,4,"Section 332, Row 37",Covered,Home
698,3.0,1.0,1.0,75.0,39,332,1,4,"Section 332, Row 39",Covered,Home
699,3.0,1.0,2.0,132.0,41,332,1,4,"Section 332, Row 41",Covered,Home
700,3.0,1.0,1.0,44.0,43,332,1,4,"Section 332, Row 43",Covered,Home
701,3.0,1.0,3.0,61.0,5,332,1,4,"Section 332, Row 5",Covered,Home
702,3.0,1.0,3.0,68.5,6,332,1,4,"Section 332, Row 6",Covered,Home
722,3.0,1.0,3.0,78.0,7,332,1,4,"Section 332, Row 7",Covered,Home
723,3.0,1.0,3.0,76.0,8,332,1,4,"Section 332, Row 8",Covered,Home
727,2.0,1.0,3.0,52.0,12,333,1,3,"Section 333, Row 12",Covered,Home
728,2.0,1.0,3.0,50.67,13,333,1,3,"Section 333, Row 13",Covered,Home
729,2.0,1.0,3.0,61.75,14,333,1,3,"Section 333, Row 14",Covered,Home
730,2.0,1.0,3.0,64.75,15,333,1,3,"Section 333, Row 15",Covered,Home
737,2.0,1.0,3.0,60.0,22,333,1,3,"Section 333, Row 22",Covered,Home
743,2.0,1.0,3.0,45.0,29,333,1,3,"Section 333, Row 29",Covered,Home
744,2.0,1.0,3.0,77.33,3,333,1,3,"Section 333, Row 3",Covered,Home
745,2.0,1.0,1.0,45.0,30,333,1,3,"Section 333, Row 30",Covered,Home
746,2.0,1.0,1.0,52.0,32,333,1,3,"Section 333, Row 32",Covered,Home
749,2.0,1.0,1.0,49.5,46,333,1,3,"Section 333, Row 46",Covered,Home
750,2.0,1.0,1.0,41.5,47,333,1,3,"Section 333, Row 47",Covered,Home
751,2.0,1.0,1.0,32.0,48,333,1,3,"Section 333, Row 48",Covered,Home
752,2.0,1.0,1.0,47.8,49,333,1,3,"Section 333, Row 49",Covered,Home
754,2.0,1.0,1.0,63.5,50,333,1,3,"Section 333, Row 50",Covered,Home
755,2.0,1.0,1.0,55.67,53,333,1,3,"Section 333, Row 53",Covered,Home
756,2.0,1.0,1.0,46.0,57,333,1,3,"Section 333, Row 57",Covered,Home
757,2.0,1.0,1.0,49.5,58,333,1,3,"Section 333, Row 58",Covered,Home
759,2.0,1.0,1.0,42.0,62,333,1,3,"Section 333, Row 62",Covered,Home
763,2.0,1.0,1.0,29.0,67,333,1,3,"Section 333, Row 67",Covered,Home
764,2.0,1.0,3.0,71.25,7,333,1,3,"Section 333, Row 7",Covered,Home
6,2.0,0.0,4.0,90.4,4,102,0,8,"Section 102, Row 4",Uncovered,Away
7,2.0,0.0,4.0,99.9,5,102,0,8,"Section 102, Row 5",Uncovered,Away
12,3.0,0.0,4.0,148.0,1,103,0,7,"Section 103, Row 1",Uncovered,Away
18,3.0,0.0,4.0,126.16499999999999,2,103,0,7,"Section 103, Row 2",Uncovered,Away
21,3.0,0.0,4.0,112.66499999999999,25,103,0,7,"Section 103, Row 25",Uncovered,Away
22,3.0,0.0,4.0,124.0,27,103,0,7,"Section 103, Row 27",Uncovered,Away
23,3.0,0.0,4.0,117.41499999999999,3,103,0,7,"Section 103, Row 3",Uncovered,Away
24,3.0,0.0,4.0,117.41499999999999,3,103,0,7,"Section 103, Row 3",Uncovered,Away
25,3.0,0.0,4.0,148.5,32,103,0,7,"Section 103, Row 32",Uncovered,Away
27,3.0,0.0,4.0,104.875,4,103,0,7,"Section 103, Row 4",Uncovered,Away
33,4.0,0.0,4.0,198.25,1,104,0,6,"Section 104, Row 1",Uncovered,Away
34,4.0,0.0,4.0,159.91500000000002,10,104,0,6,"Section 104, Row 10",Uncovered,Away
35,4.0,0.0,4.0,159.91500000000002,10,104,0,6,"Section 104, Row 10",Uncovered,Away
38,4.0,0.0,4.0,179.0,2,104,0,6,"Section 104, Row 2",Uncovered,Away
39,4.0,0.0,4.0,161.0,3,104,0,6,"Section 104, Row 3",Uncovered,Away
40,4.0,0.0,4.0,173.5,4,104,0,6,"Section 104, Row 4",Uncovered,Away
41,4.0,0.0,4.0,173.5,4,104,0,6,"Section 104, Row 4",Uncovered,Away
42,4.0,0.0,4.0,171.75,5,104,0,6,"Section 104, Row 5",Uncovered,Away
47,5.0,0.0,5.0,203.5,2,105,0,5,"Section 105, Row 2",Uncovered,Away
48,5.0,0.0,5.0,186.875,3,105,0,5,"Section 105, Row 3",Uncovered,Away
49,5.0,0.0,5.0,186.875,3,105,0,5,"Section 105, Row 3",Uncovered,Away
50,5.0,0.0,5.0,186.875,3,105,0,5,"Section 105, Row 3",Uncovered,Away
51,5.0,0.0,5.0,186.875,3,105,0,5,"Section 105, Row 3",Uncovered,Away
52,5.0,0.0,5.0,201.5,4,105,0,5,"Section 105, Row 4",Uncovered,Away
53,5.0,0.0,5.0,201.5,4,105,0,5,"Section 105, Row 4",Uncovered,Away
54,5.0,0.0,5.0,201.5,4,105,0,5,"Section 105, Row 4",Uncovered,Away
55,5.0,0.0,5.0,201.5,4,105,0,5,"Section 105, Row 4",Uncovered,Away
56,5.0,0.0,5.0,181.0,6,105,0,5,"Section 105, Row 6",Uncovered,Away
57,5.0,0.0,5.0,188.0,7,105,0,5,"Section 105, Row 7",Uncovered,Away
58,6.0,0.0,5.0,299.275,1,106,0,4,"Section 106, Row 1",Uncovered,Away
59,6.0,0.0,5.0,299.275,1,106,0,4,"Section 106, Row 1",Uncovered,Away
60,6.0,0.0,5.0,299.275,1,106,0,4,"Section 106, Row 1",Uncovered,Away
61,6.0,0.0,5.0,302.665,10,106,0,4,"Section 106, Row 10",Uncovered,Away
62,6.0,0.0,5.0,320.2,12,106,0,4,"Section 106, Row 12",Uncovered,Away
63,6.0,0.0,5.0,320.2,12,106,0,4,"Section 106, Row 12",Uncovered,Away
64,6.0,0.0,5.0,320.2,12,106,0,4,"Section 106, Row 12",Uncovered,Away
65,6.0,0.0,5.0,320.2,12,106,0,4,"Section 106, Row 12",Uncovered,Away
66,6.0,0.0,5.0,278.125,13,106,0,4,"Section 106, Row 13",Uncovered,Away
67,6.0,0.0,5.0,282.875,2,106,0,4,"Section 106, Row 2",Uncovered,Away
68,6.0,0.0,5.0,383.66499999999996,20,106,0,4,"Section 106, Row 20",Uncovered,Away
71,6.0,0.0,5.0,394.5,29,106,0,4,"Section 106, Row 29",Uncovered,Away
72,6.0,0.0,5.0,268.375,3,106,0,4,"Section 106, Row 3",Uncovered,Away
73,6.0,0.0,5.0,307.5,34,106,0,4,"Section 106, Row 34",Uncovered,Away
75,6.0,0.0,5.0,250.31,4,106,0,4,"Section 106, Row 4",Uncovered,Away
76,6.0,0.0,5.0,245.25,6,106,0,4,"Section 106, Row 6",Uncovered,Away
78,7.0,0.0,5.0,243.25,1,107,0,3,"Section 107, Row 1",Uncovered,Away
79,7.0,0.0,5.0,243.25,1,107,0,3,"Section 107, Row 1",Uncovered,Away
83,7.0,0.0,5.0,194.5,6,107,0,3,"Section 107, Row 6",Uncovered,Away
84,7.0,0.0,5.0,193.25,7,107,0,3,"Section 107, Row 7",Uncovered,Away
85,8.0,0.0,4.0,200.0,1,108,0,2,"Section 108, Row 1",Uncovered,Away
86,8.0,0.0,4.0,180.66500000000002,10,108,0,2,"Section 108, Row 10",Uncovered,Away
92,8.0,0.0,4.0,193.125,2,108,0,2,"Section 108, Row 2",Uncovered,Away
93,8.0,0.0,4.0,195.5,3,108,0,2,"Section 108, Row 3",Uncovered,Away
94,8.0,0.0,4.0,172.33499999999998,4,108,0,2,"Section 108, Row 4",Uncovered,Away
95,8.0,0.0,4.0,172.5,5,108,0,2,"Section 108, Row 5",Uncovered,Away
96,8.0,0.0,4.0,143.5,6,108,0,2,"Section 108, Row 6",Uncovered,Away
97,8.0,0.0,4.0,143.5,6,108,0,2,"Section 108, Row 6",Uncovered,Away
106,9.0,0.0,4.0,120.33500000000001,26,109,0,1,"Section 109, Row 26",Uncovered,Away
107,9.0,0.0,4.0,97.25,28,109,0,1,"Section 109, Row 28",Uncovered,Away
109,9.0,0.0,4.0,148.375,35,109,0,1,"Section 109, Row 35",Uncovered,Away
114,10.0,0.0,4.0,109.0,1,110,0,0,"Section 110, Row 1",Uncovered,Away
124,8.0,0.0,4.0,110.16499999999999,11,126,1,1,"Section 126, Row 11",Uncovered,Home
127,8.0,0.0,4.0,111.83500000000001,15,126,1,1,"Section 126, Row 15",Uncovered,Home
128,8.0,0.0,4.0,121.5,2,126,1,1,"Section 126, Row 2",Uncovered,Home
132,8.0,0.0,4.0,125.5,31,126,1,1,"Section 126, Row 31",Uncovered,Home
136,8.0,0.0,4.0,110.41499999999999,8,126,1,1,"Section 126, Row 8",Uncovered,Home
137,8.0,0.0,4.0,110.41499999999999,8,126,1,1,"Section 126, Row 8",Uncovered,Home
138,7.0,0.0,4.0,182.375,1,127,1,2,"Section 127, Row 1",Uncovered,Home
140,7.0,0.0,4.0,123.0,11,127,1,2,"Section 127, Row 11",Uncovered,Home
141,7.0,0.0,4.0,136.25,12,127,1,2,"Section 127, Row 12",Uncovered,Home
155,6.0,0.0,5.0,184.625,3,128,1,3,"Section 128, Row 3",Uncovered,Home
156,6.0,0.0,5.0,184.625,3,128,1,3,"Section 128, Row 3",Uncovered,Home
157,6.0,0.0,5.0,178.25,4,128,1,3,"Section 128, Row 4",Uncovered,Home
159,6.0,0.0,5.0,204.33499999999998,6,128,1,3,"Section 128, Row 6",Uncovered,Home
160,5.0,0.0,5.0,289.25,1,129,1,4,"Section 129, Row 1",Uncovered,Home
161,5.0,0.0,5.0,209.16500000000002,10,129,1,4,"Section 129, Row 10",Uncovered,Home
162,5.0,0.0,5.0,345.69,17,129,1,4,"Section 129, Row 17",Uncovered,Home
163,5.0,0.0,5.0,345.69,17,129,1,4,"Section 129, Row 17",Uncovered,Home
164,5.0,0.0,5.0,345.69,17,129,1,4,"Section 129, Row 17",Uncovered,Home
165,5.0,0.0,5.0,345.69,17,129,1,4,"Section 129, Row 17",Uncovered,Home
166,5.0,0.0,5.0,288.75,2,129,1,4,"Section 129, Row 2",Uncovered,Home
167,5.0,0.0,5.0,288.75,2,129,1,4,"Section 129, Row 2",Uncovered,Home
168,5.0,0.0,5.0,288.75,2,129,1,4,"Section 129, Row 2",Uncovered,Home
169,5.0,0.0,5.0,288.75,2,129,1,4,"Section 129, Row 2",Uncovered,Home
170,5.0,0.0,5.0,337.83500000000004,22,129,1,4,"Section 129, Row 22",Uncovered,Home
172,5.0,0.0,5.0,243.33499999999998,35,129,1,4,"Section 129, Row 35",Uncovered,Home
173,5.0,0.0,5.0,243.33499999999998,35,129,1,4,"Section 129, Row 35",Uncovered,Home
176,5.0,0.0,5.0,257.0,40,129,1,4,"Section 129, Row 40",Uncovered,Home
177,5.0,0.0,5.0,241.18,5,129,1,4,"Section 129, Row 5",Uncovered,Home
178,5.0,0.0,5.0,241.18,5,129,1,4,"Section 129, Row 5",Uncovered,Home
179,5.0,0.0,5.0,241.18,5,129,1,4,"Section 129, Row 5",Uncovered,Home
180,5.0,0.0,5.0,241.18,5,129,1,4,"Section 129, Row 5",Uncovered,Home
184,4.0,0.0,5.0,199.875,2,130,1,5,"Section 130, Row 2",Uncovered,Home
185,4.0,0.0,5.0,199.75,3,130,1,5,"Section 130, Row 3",Uncovered,Home
186,4.0,0.0,5.0,199.75,3,130,1,5,"Section 130, Row 3",Uncovered,Home
187,4.0,0.0,5.0,199.75,3,130,1,5,"Section 130, Row 3",Uncovered,Home
188,4.0,0.0,5.0,199.75,3,130,1,5,"Section 130, Row 3",Uncovered,Home
190,4.0,0.0,5.0,184.0,5,130,1,5,"Section 130, Row 5",Uncovered,Home
191,4.0,0.0,5.0,198.66500000000002,6,130,1,5,"Section 130, Row 6",Uncovered,Home
192,4.0,0.0,5.0,192.33499999999998,7,130,1,5,"Section 130, Row 7",Uncovered,Home
209,3.0,0.0,4.0,146.5,30,131,1,5,"Section 131, Row 30",Uncovered,Home
211,2.0,0.0,4.0,148.5,1,132,1,4,"Section 132, Row 1",Uncovered,Home
212,2.0,0.0,4.0,125.5,10,132,1,4,"Section 132, Row 10",Uncovered,Home
215,2.0,0.0,4.0,91.5,14,132,1,4,"Section 132, Row 14",Uncovered,Home
217,2.0,0.0,4.0,110.125,16,132,1,4,"Section 132, Row 16",Uncovered,Home
218,2.0,0.0,4.0,112.375,2,132,1,4,"Section 132, Row 2",Uncovered,Home
219,2.0,0.0,4.0,112.375,2,132,1,4,"Section 132, Row 2",Uncovered,Home
220,2.0,0.0,4.0,98.5,28,132,1,4,"Section 132, Row 28",Uncovered,Home
223,2.0,0.0,4.0,103.0,32,132,1,4,"Section 132, Row 32",Uncovered,Home
224,2.0,0.0,4.0,117.83500000000001,34,132,1,4,"Section 132, Row 34",Uncovered,Home
225,2.0,0.0,4.0,146.5,37,132,1,4,"Section 132, Row 37",Uncovered,Home
229,2.0,0.0,4.0,117.725,7,132,1,4,"Section 132, Row 7",Uncovered,Home
230,2.0,0.0,4.0,117.725,7,132,1,4,"Section 132, Row 7",Uncovered,Home
231,2.0,0.0,4.0,135.28,8,132,1,4,"Section 132, Row 8",Uncovered,Home
234,1.0,0.0,4.0,92.0,10,133,1,3,"Section 133, Row 10",Uncovered,Home
239,1.0,0.0,4.0,125.0,18,133,1,3,"Section 133, Row 18",Uncovered,Home
240,1.0,0.0,4.0,80.5,19,133,1,3,"Section 133, Row 19",Uncovered,Home
244,1.0,0.0,4.0,76.0,26,133,1,3,"Section 133, Row 26",Uncovered,Home
245,1.0,0.0,4.0,73.0,27,133,1,3,"Section 133, Row 27",Uncovered,Home
251,1.0,0.0,3.0,146.83499999999998,38,133,1,3,"Section 133, Row 38",Uncovered,Home
252,1.0,0.0,4.0,103.875,5,133,1,3,"Section 133, Row 5",Uncovered,Home
253,1.0,0.0,4.0,93.5,6,133,1,3,"Section 133, Row 6",Uncovered,Home
254,1.0,0.0,4.0,88.715,7,133,1,3,"Section 133, Row 7",Uncovered,Home
255,1.0,0.0,4.0,93.25,8,133,1,3,"Section 133, Row 8",Uncovered,Home
256,1.0,0.0,4.0,92.375,9,133,1,3,"Section 133, Row 9",Uncovered,Home
263,1.0,0.0,3.0,76.75,18,135,1,1,"Section 135, Row 18",Uncovered,Home
269,1.0,0.0,3.0,88.0,5,135,1,1,"Section 135, Row 5",Uncovered,Home
276,1.0,0.0,3.0,70.5,14,136,1,0,"Section 136, Row 14",Uncovered,Home
281,1.0,0.0,3.0,71.5,20,136,1,0,"Section 136, Row 20",Uncovered,Home
282,1.0,0.0,3.0,75.0,22,136,1,0,"Section 136, Row 22",Uncovered,Home
291,1.0,0.0,3.0,148.0,1,137,1,1,"Section 137, Row 1",Uncovered,Home
308,1.0,0.0,3.0,155.16500000000002,1,138,1,2,"Section 138, Row 1",Uncovered,Home
309,1.0,0.0,3.0,100.5,10,138,1,2,"Section 138, Row 10",Uncovered,Home
310,1.0,0.0,3.0,80.0,11,138,1,2,"Section 138, Row 11",Uncovered,Home
314,1.0,0.0,3.0,87.0,17,138,1,2,"Section 138, Row 17",Uncovered,Home
316,1.0,0.0,3.0,69.0,28,138,1,2,"Section 138, Row 28",Uncovered,Home
319,1.0,0.0,3.0,81.0,6,138,1,2,"Section 138, Row 6",Uncovered,Home
323,1.0,0.0,3.0,112.375,1,139,1,3,"Section 139, Row 1",Uncovered,Home
324,1.0,0.0,3.0,85.5,10,139,1,3,"Section 139, Row 10",Uncovered,Home
325,1.0,0.0,3.0,71.0,19,139,1,3,"Section 139, Row 19",Uncovered,Home
327,1.0,0.0,3.0,67.0,21,139,1,3,"Section 139, Row 21",Uncovered,Home
328,1.0,0.0,3.0,65.0,23,139,1,3,"Section 139, Row 23",Uncovered,Home
329,1.0,0.0,3.0,64.0,24,139,1,3,"Section 139, Row 24",Uncovered,Home
330,1.0,0.0,3.0,63.0,25,139,1,3,"Section 139, Row 25",Uncovered,Home
331,1.0,0.0,3.0,62.0,27,139,1,3,"Section 139, Row 27",Uncovered,Home
332,1.0,0.0,3.0,61.0,28,139,1,3,"Section 139, Row 28",Uncovered,Home
338,1.0,0.0,3.0,87.33500000000001,9,139,1,3,"Section 139, Row 9",Uncovered,Home
340,10.0,0.0,3.0,61.0,10,215,1,8,"Section 215, Row 10",Uncovered,Home
341,10.0,0.0,3.0,67.0,4,215,1,8,"Section 215, Row 4",Uncovered,Home
342,10.0,0.0,3.0,70.0,6,215,1,8,"Section 215, Row 6",Uncovered,Home
343,10.0,0.0,3.0,64.0,7,215,1,8,"Section 215, Row 7",Uncovered,Home
344,10.0,0.0,3.0,63.0,8,215,1,8,"Section 215, Row 8",Uncovered,Home
345,10.0,0.0,3.0,68.0,9,215,1,8,"Section 215, Row 9",Uncovered,Home
346,10.0,0.0,3.0,66.0,5,220,1,13,"Section 220, Row 5",Uncovered,Home
347,10.0,0.0,3.0,115.71000000000001,1,222,1,15,"Section 222, Row 1",Uncovered,Home
348,10.0,0.0,3.0,115.71000000000001,1,222,1,15,"Section 222, Row 1",Uncovered,Home
349,10.0,0.0,3.0,115.71000000000001,1,222,1,15,"Section 222, Row 1",Uncovered,Home
350,10.0,0.0,3.0,115.71000000000001,1,222,1,15,"Section 222, Row 1",Uncovered,Home
351,10.0,0.0,3.0,115.71000000000001,1,222,1,15,"Section 222, Row 1",Uncovered,Home
352,10.0,0.0,3.0,115.71000000000001,1,222,1,15,"Section 222, Row 1",Uncovered,Home
356,10.0,0.0,3.0,143.25,1,224,1,17,"Section 224, Row 1",Uncovered,Home
363,2.0,1.0,3.0,117.375,1,233,1,26,"Section 233, Row 1",Covered,Home
365,2.0,1.0,3.0,117.375,2,233,1,26,"Section 233, Row 2",Covered,Home
366,2.0,1.0,3.0,146.0,5,233,1,26,"Section 233, Row 5",Covered,Home
367,2.0,1.0,3.0,113.875,6,233,1,26,"Section 233, Row 6",Covered,Home
368,2.0,1.0,3.0,136.66500000000002,7,233,1,26,"Section 233, Row 7",Covered,Home
369,2.0,1.0,3.0,122.875,8,233,1,26,"Section 233, Row 8",Covered,Home
370,2.0,1.0,3.0,122.875,8,233,1,26,"Section 233, Row 8",Covered,Home
371,2.0,1.0,3.0,122.875,8,233,1,26,"Section 233, Row 8",Covered,Home
372,2.0,1.0,3.0,122.875,8,233,1,26,"Section 233, Row 8",Covered,Home
373,1.0,1.0,3.0,90.0,13,234,1,27,"Section 234, Row 13",Covered,Home
374,1.0,1.0,3.0,87.0,14,234,1,27,"Section 234, Row 14",Covered,Home
375,1.0,1.0,3.0,65.0,8,234,1,27,"Section 234, Row 8",Covered,Home
378,1.0,1.0,3.0,64.55,13,301,0,4,"Section 301, Row 13",Covered,Away
379,1.0,1.0,3.0,64.55,13,301,0,4,"Section 301, Row 13",Covered,Away
380,1.0,1.0,3.0,64.55,13,301,0,4,"Section 301, Row 13",Covered,Away
381,1.0,1.0,3.0,64.55,13,301,0,4,"Section 301, Row 13",Covered,Away
382,1.0,1.0,3.0,70.875,17,301,0,4,"Section 301, Row 17",Covered,Away
383,1.0,1.0,3.0,65.375,18,301,0,4,"Section 301, Row 18",Covered,Away
384,1.0,1.0,3.0,65.375,18,301,0,4,"Section 301, Row 18",Covered,Away
385,1.0,1.0,3.0,65.375,18,301,0,4,"Section 301, Row 18",Covered,Away
386,1.0,1.0,3.0,65.375,18,301,0,4,"Section 301, Row 18",Covered,Away
387,1.0,1.0,3.0,64.75,19,301,0,4,"Section 301, Row 19",Covered,Away
389,1.0,1.0,2.0,50.0,30,301,0,4,"Section 301, Row 30",Covered,Away
391,1.0,1.0,2.0,48.375,40,301,0,4,"Section 301, Row 40",Covered,Away
392,1.0,1.0,3.0,101.625,7,301,0,4,"Section 301, Row 7",Covered,Away
393,1.0,1.0,3.0,105.75,8,301,0,4,"Section 301, Row 8",Covered,Away
394,1.0,1.0,3.0,103.125,9,301,0,4,"Section 301, Row 9",Covered,Away
398,3.0,1.0,3.0,67.25,23,302,0,3,"Section 302, Row 23",Covered,Away
399,3.0,1.0,3.0,71.5,26,302,0,3,"Section 302, Row 26",Covered,Away
400,3.0,1.0,3.0,60.5,27,302,0,3,"Section 302, Row 27",Covered,Away
401,3.0,1.0,3.0,58.835,28,302,0,3,"Section 302, Row 28",Covered,Away
402,3.0,1.0,3.0,52.0,29,302,0,3,"Section 302, Row 29",Covered,Away
403,3.0,1.0,3.0,164.965,31,302,0,3,"Section 302, Row 31",Covered,Away
404,3.0,1.0,3.0,164.965,31,302,0,3,"Section 302, Row 31",Covered,Away
405,3.0,1.0,2.0,170.25,32,302,0,3,"Section 302, Row 32",Covered,Away
406,3.0,1.0,2.0,170.25,32,302,0,3,"Section 302, Row 32",Covered,Away
407,3.0,1.0,3.0,61.835,33,302,0,3,"Section 302, Row 33",Covered,Away
408,3.0,1.0,2.0,61.835,33,302,0,3,"Section 302, Row 33",Covered,Away
409,3.0,1.0,3.0,61.75,34,302,0,3,"Section 302, Row 34",Covered,Away
410,3.0,1.0,2.0,61.75,34,302,0,3,"Section 302, Row 34",Covered,Away
412,3.0,1.0,2.0,51.5,36,302,0,3,"Section 302, Row 36",Covered,Away
417,4.0,1.0,3.0,76.375,16,303,0,2,"Section 303, Row 16",Covered,Away
